Service Request URL,Service Request,Status,Request Date,Description,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001739&type=new_cs180221190731&viewRole=,DPW000001739,Completed,"June 29, 2018 6:08 pm","The stop sign which stops drivers at the intersection of Virginia & Pocahontas Aves is down. I HAVE REPORTED IT TO ""See Click Fix"" twice since May 25. It is leaning in a tree so I suppose it is reusable. It stops drivers who are heading south on Virginia.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001738&type=new_cs180221192758&viewRole=,DPW000001738,Assigned,"June 29, 2018 5:51 pm","There is a five gallon bucket full of some sort of oily stuff (sealant? old motor oil?) next to the hydrant at Westbrook and Brook across from the library. It has been there more than a month and it's too heavy for an old dog walker to carry home. Can someone grab it when a packer comes by on Monday? Careful, though. Its full and not sealed.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000347&type=new_cs180228212904&viewRole=,DPU000000347,Assigned,"June 29, 2018 4:57 pm",citizen has stormwater flodding in front of home,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001735&type=new_cs180301154109&viewRole=,DPW000001735,Assigned,"June 29, 2018 4:42 pm",SIDEWALK WAS FIXED RECENTLY BUT THE WAY IT WAS FIXED CREATED A GAP IN THE SIDEWALK AND IS A TRIPPING HAZARD LOCATION>>>>BETWEEN 2324 AND 2334 AFTON AVE,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001733&type=new_cs180221194032&viewRole=,DPW000001733,Completed,"June 29, 2018 4:33 pm",WOULD LIKE TO HAVE ALLEY REPAIRED DUE TO THE RAIN WASHING THE GRAVEL AWAY. WOULD LIKE TO HAVE ASPHALT PUT DOWN IF POSSIBLE (MOSBY @ CEDAR),,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001731&type=new_cs180221194423&viewRole=,DPW000001731,Completed,"June 29, 2018 4:11 pm",CAR KNOCKED DOWN A STOP SIGN. IT WAS LAYING IN THE ROAD AND NOW IT NEEDS TO BE FIXED SO THAT CARS CAN KNOW THAT THERE IS A STOP SIGN THERE.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001730&type=new_cs180221194457&viewRole=,DPW000001730,Assigned,"June 29, 2018 4:05 pm","This problem is on Parker Street--The 5500 block and the 5400 block. Big trees, weeds and woody vines have grown like a dense jungle covering the ground, curbs and one third of the street. There has been no maintenance on these areas for 9-10 years when I first moved here. My photos are from 2016 so jungle is bigger now.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001728&type=new_cs180221192758&viewRole=,DPW000001728,Assigned,"June 29, 2018 4:00 pm",I've been told that there is trash in the alley between Grove and Floyd,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001725&type=new_cs180301154109&viewRole=,DPW000001725,Completed,"June 29, 2018 3:49 pm",the a large pothole located at between 1000 and 1899 Leicester road near the bump/hump sign which is located between Westwick drive and Bondsor lane. there is bush there. the former case number was 101000119487 but this pothole was not completed states citizen,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000346&type=new_cs180228155543&viewRole=,DPU000000346,Assigned,"June 29, 2018 3:30 pm",Citizen called to advise of sinkhole. Cannot see bottom.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000345&type=new_cs180228212504&viewRole=,DPU000000345,Assigned,"June 29, 2018 3:01 pm",there is an ordor coming from the flooding ditch and it causing the mosquitoes to infest her home,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001714&type=new_cs180221194656&viewRole=,DPW000001714,Assigned,"June 29, 2018 2:53 pm","There is a tree impeeding the roadway. The storm occurred last Sunday, June 24th. The tree limbs were cut only to allow a car underneath, but tanker trucks also drive down this street and scrape it. I cannot tell if the tree is even alive, but if another storm hits, the tree will inevitably fall more into the road way.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000344&type=new_cs180301145759&viewRole=,DPU000000344,Assigned,"June 29, 2018 2:52 pm",front yard ditch is flooding and causing mosquitos to fester and she has 2 small children and neighbor has a infant/toddler,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000075&type=new_cs180529151350&viewRole=,RPD000000075,Completed,"June 29, 2018 2:29 pm","People are parking their cars in the left lane on E. Main Street between 12th and 7th street during rush hour. There is no parking after 4pm, but people continue to park their cars there and leave their emergency flashers as if that is acceptable.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000343&type=new_cs180228212504&viewRole=,DPU000000343,Assigned,"June 29, 2018 2:27 pm","basin in front of citizens home is flooded due to dirt clogging ,needs basin cleaning and repair",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001711&type=new_cs180221190906&viewRole=,DPW000001711,Completed,"June 29, 2018 2:14 pm","On N. 14th St meets E. Broad St. - the right turn lane is for I95 or E. Broad St.; left turn lane gets on E. Broad St. toward Library of Virginia. During rush hour, there isn't a lot of traffic that uses the left turn lane while a lot of traffic uses the right turn lane, and as a result, backs traffic up to E. Cary Street and S. 14th Street. A solution would be to turn the left lane into a dual left/right turn lane onto Broad, and make the right lane an i95 turn only.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001709&type=new_cs180221194032&viewRole=,DPW000001709,Completed,"June 29, 2018 1:57 pm",there is a big whole in the alley and she feels that its turning into a sink hole... and she wants to make sure that the dump trucks had a way too get through,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000074&type=new_cs180529151322&viewRole=,RPD000000074,Completed,"June 29, 2018 1:56 pm","I apologize again, there is no code for ""Unattended vehicle parked on sidewalk."" I submitted request number RPD000000068 and it was investigated and closed on June 27, 2018. Yet the same people parked a car, in violation of the Code of Richmond and the common law, on the public sidewalk, almost completely blocking the sidewalk, during the evening of June 28. The car was still there at 7:30 this morning, June 29. I am requesting that the City enforce the public easement it holds on the sidewalk on the east side of Commonwealth Avenue south of Monument. If the repeated illegal interference with the easement by the residents of 4419 Monument Avenue cannot be dealt with administratively, I would request that the City Attorney become involved.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001707&type=new_cs180221190906&viewRole=,DPW000001707,Completed,"June 29, 2018 1:51 pm","At the intersection of West Main Street and North Belvidere Street, the right turn lane onto North Belvidere Street is closed, but the light time was not extended, traffic is backing up multiple blocks around evening rushhour. That intersection was already having a tough time with getting traffic through with the short light time, now it has gotten much worse",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000342&type=new_cs180228212504&viewRole=,DPU000000342,Assigned,"June 29, 2018 1:51 pm",two drains at intersection and three corners of our property. None are draining correctly. Storm water has caused damage to our building interior. We need help to prevent a re-occurrence.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001705&type=new_cs180301154109&viewRole=,DPW000001705,Assigned,"June 29, 2018 1:32 pm",Citizen stated water is coming up from the street going towards her home. She does not know where it is coming from,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001704&type=new_cs180221192758&viewRole=,DPW000001704,Completed,"June 29, 2018 1:32 pm",missed recycling for two weeks and would for collector to pick it up,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001703&type=new_cs180221194656&viewRole=,DPW000001703,Assigned,"June 29, 2018 1:20 pm",Tree hanging over sidewalk.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001702&type=new_cs180301154109&viewRole=,DPW000001702,Assigned,"June 29, 2018 1:20 pm",There is a hole in the sidewalk and citizen wants someone to take a look.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001701&type=new_cs180301154109&viewRole=,DPW000001701,Completed,"June 29, 2018 12:54 pm",Pothole,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001695&type=new_cs180221194656&viewRole=,DPW000001695,Assigned,"June 29, 2018 12:22 pm",removed tree,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001694&type=new_cs180221194656&viewRole=,DPW000001694,Assigned,"June 29, 2018 12:22 pm",TREE LOOKS LIKE ITS ABOUT TO FALL AND LOOKS VERY SICK WOULD LIKE FOR SOMEONE TO COME AND TAKE A LOOK AT IT BEFORE IT TOO LATE,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001692&type=new_cs180221194656&viewRole=,DPW000001692,Completed,"June 29, 2018 12:13 pm",Citizen states that there is a city tree in front of her house and the limbs are hanging; looks like its going to fall on her roof; please assess,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000341&type=new_cs180221191708&viewRole=,DPU000000341,Completed,"June 29, 2018 12:11 pm",Customer states this pole light was left in his yard on his private property and he wants it removed. It belongs to his next door neighbor.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=PDR000000263&type=new_cs180301161330&viewRole=,PDR000000263,Completed,"June 29, 2018 12:06 pm",NISSIAN MAXIA BEEN SITTING THERE FOR 2 MONTHS,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=PDR000000262&type=new_cs180301161330&viewRole=,PDR000000262,Completed,"June 29, 2018 12:06 pm","no plates on the vehicle has rats, cats, and other vermin coming from under the vehicle",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001691&type=new_cs180221194656&viewRole=,DPW000001691,Assigned,"June 29, 2018 12:05 pm",THERE IS A TREE THAT IS ABOUT TOO FALL AND SHE JUST WANTED TO CALL IN BEFORE IT FALLS RIGHT IN THE MIDDLE OF THE BLOCK.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000340&type=new_cs180228155543&viewRole=,DPU000000340,Completed,"June 29, 2018 11:28 am",There is a cone over it but was to know if anything else is going to be done about it.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001689&type=new_cs180301154109&viewRole=,DPW000001689,Assigned,"June 29, 2018 11:20 am",The sidewalk needs repairing because of the tree.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001688&type=new_cs180221194656&viewRole=,DPW000001688,Assigned,"June 29, 2018 11:15 am",The tree has overgrown and needs to be trimmed back.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001687&type=new_cs180301154109&viewRole=,DPW000001687,Assigned,"June 29, 2018 11:14 am",The 7100-7200 blocks of Old Westham Road (west of Cherokee) is in bad need of repair and/or repaving. Please see attached images.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001686&type=new_cs180221192758&viewRole=,DPW000001686,Completed,"June 29, 2018 11:12 am","Citizen called to office to inform that her trash, and that of her neighbors, was not collected on yesterday.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001685&type=new_cs180301154109&viewRole=,DPW000001685,Assigned,"June 29, 2018 11:11 am",Please remove abandoned (2+ years) bike locked to bike stand on SW corner of Allen/Grace. Thanks.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001684&type=new_cs180221194656&viewRole=,DPW000001684,Completed,"June 29, 2018 11:10 am",Tree was removed but pieces were left behind. She wants to know when they will be removed. She was told that the truck that usually removes these items was in the shop.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001683&type=new_cs180221194656&viewRole=,DPW000001683,Completed,"June 29, 2018 11:09 am",TREE IS BLOCKING THE ALLEYWAY AND THE TRASH IS NOT BEING COLLECTED AT THEIR HOUSE BECAUSE OF IT.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001680&type=new_cs180221194656&viewRole=,DPW000001680,Assigned,"June 29, 2018 10:45 am","Citizen called to report a tree in the alley way that is down and the only thing holding it is utility wires, he says he thinks wires may be coming from the traffic light",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001679&type=new_cs180221194656&viewRole=,DPW000001679,Assigned,"June 29, 2018 10:36 am",Huge limb is blocking the sidewalk please follow up.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001677&type=new_cs180221192758&viewRole=,DPW000001677,Completed,"June 29, 2018 10:16 am",Caller states she called COR about a sofa that was dumped at her property. She was told someone would come out to pick it up that day and it was not picked up.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001676&type=new_cs180301154109&viewRole=,DPW000001676,Completed,"June 29, 2018 10:13 am",Caller states that there are several potholes that damaged her tires,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001673&type=new_cs180221194656&viewRole=,DPW000001673,Completed,"June 29, 2018 10:13 am",Tree sidewalk crash,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001671&type=new_cs180301154109&viewRole=,DPW000001671,Completed,"June 29, 2018 10:12 am",Caller states there are several potholes that damaged her tires,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001669&type=new_cs180301154109&viewRole=,DPW000001669,Completed,"June 29, 2018 10:10 am",Caller states there are four potholes that damaged her tires; Caller states that it is as you get off of the Chippenham Pkwy exit going towards the city on Forest Hill Ave,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000073&type=new_cs180327173306&viewRole=,RPD000000073,Completed,"June 29, 2018 10:09 am",tires are on the property next to 4000 hopkins rd. citizen is about to close on property and does not want to be held accountable for all of the tires that are on the property next to his. they are attrating mosquitos .,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001668&type=new_cs180301154109&viewRole=,DPW000001668,Completed,"June 29, 2018 10:05 am","Deep pothole on Forest Hill Ave, right lane, east bound",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001667&type=new_cs180301154109&viewRole=,DPW000001667,Assigned,"June 29, 2018 10:01 am","Large washed out section of the north side of East Main Street between 7th Street adn 8th Street downtown, over a foot deep. Lots of foot traffic in this area, including people with impaired eyesight using white walking sticks.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001665&type=new_cs180221194656&viewRole=,DPW000001665,Completed,"June 29, 2018 9:41 am",removed private tree,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001664&type=new_cs180221192758&viewRole=,DPW000001664,Assigned,"June 29, 2018 9:32 am",There was a mattress in the west-bound bike lane on the Leigh St. Viaduct (MLK Bridge).,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001662&type=new_cs180221194656&viewRole=,DPW000001662,Assigned,"June 29, 2018 9:28 am",Tree is dead and need to be removed.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001661&type=new_cs180221194656&viewRole=,DPW000001661,Assigned,"June 29, 2018 9:28 am",per communications tractor trailer hit a tree on Lombardy between main and cary st. tree is on sidewalk,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000339&type=new_cs180228155543&viewRole=,DPU000000339,Completed,"June 29, 2018 9:04 am",Citizen called to advise that worker/contractor left portapotty at location after making repairs. Please remove.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001659&type=new_cs180221194032&viewRole=,DPW000001659,Assigned,"June 29, 2018 8:57 am",Alley between Grove and Hanover just off Commonwealth has a large pile of gravel that has washed out of the alley and is now in the street with a deep erosion area now in the alley. The gravel could be easily pushed back into the alley to fill the gap. IT seems there is a fair amount of rain water that flow out of the alley and I expect it will erode again and the best option would be to pave a section of the alley near Commonwealth or add some kind of concrete bump to hold the gravel.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001657&type=new_cs180221192758&viewRole=,DPW000001657,Completed,"June 29, 2018 8:48 am",Citizen called to office to advise that her trash is frequently not collected because her home is the only one that is occupied on her street. Advised would also submit a communication to the COR Refuse Department for follow-up.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000338&type=new_cs180228212904&viewRole=,DPU000000338,Assigned,"June 29, 2018 8:28 am",Caller states the drain is getting clogged and this is causing water to enter the basement of the property.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001656&type=new_cs180301154109&viewRole=,DPW000001656,Completed,"June 29, 2018 8:25 am",Man hole cover has pothole near it,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001655&type=new_cs180221194656&viewRole=,DPW000001655,Assigned,"June 29, 2018 8:21 am",Tree needs to be maintained in Bandyfield Park,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001654&type=new_cs180221194656&viewRole=,DPW000001654,Assigned,"June 29, 2018 8:18 am","Hello, I’d like to report a dead tree on a city sidewalk and have it added to the tree removal list for the city of Richmond.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001653&type=new_cs180221194656&viewRole=,DPW000001653,Completed,"June 29, 2018 8:12 am","Good Morning' I would like to make a request for the city to come prune a tree that is encroaching on my canvas awning. As you stand in front of the store, it is directly to the right of the building. It needs to be tidied up some as if we have bad winds or something worse, I am afraid it will do lots of damage to the awning. I want to thank you for your time today and I do look forward to hearing from someone in your office relating to this request. Respectfully submitted, Mark Colgin-Laskey -",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001652&type=new_cs180221194656&viewRole=,DPW000001652,Assigned,"June 29, 2018 7:36 am",Caller states a city tree fell onto his property and has pulled up the drainage and part of the road.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001651&type=new_cs180301154109&viewRole=,DPW000001651,Completed,"June 29, 2018 6:46 am","THIS ENTIRE SECTION OF SEMMES AVE HAS BEEN DESTROYED BY MAINTENANCE WORKERS AND IMPROPERLY REPAIRED. THERE ARE TOO MANY POTHOLES, DIPS, CRACKS, BUMPS, AND UNEVEN ROAD SURFACE TO EVEN BEGIN TO COUNT. THE PATCH REPAIRS THAT HAVE BEEN DONE (ON BOTH SIDES OF SEMMES) LOOK LIKE THEY'VE BEEN DONE BY A GROUP OF 7 YEAR OLD KIDS.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001650&type=new_cs180301154109&viewRole=,DPW000001650,Completed,"June 29, 2018 6:43 am","THIS SECTION OF JAHNKE ROAD HAS BEEN IN COMPLETE DISREPAIR FOR YEARS. YOUR PREVIOUS ""REPAIRS"" HAVE SIMPLY MADE THE PROBLEM WORSE!!! WHY CAN'T THIS AREA BE PERMANENTLY FIXED?? IT QUITE OBVIOUSLY NEEDS TO BE REPAVED",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001649&type=new_cs180221192758&viewRole=,DPW000001649,Assigned,"June 28, 2018 11:21 pm",SOMEONE PUT A FOAM MATTRESS IN THE ALLEY BEHIND 2325 WEST MAIN STREET. THE HOUSE IS VACANT SO I ASSUME IT CAME FROM ANOTHER PROPERTY IN THE AREA.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001648&type=new_cs180301154109&viewRole=,DPW000001648,Completed,"June 28, 2018 5:25 pm","Several pot holes are located in the 3000 block of Montrose Avenue in front of the following addresses: 3041 Montrose Avenue, 3019 Montrose Avenue, 3016 Montrose Avenue and 3014 Montrose Avenue (near speed hump).",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000337&type=new_cs180228212504&viewRole=,DPU000000337,Assigned,"June 28, 2018 5:09 pm","my storm water drains (above ground along the road) are clogged with debris and need to be cleared. I also mentioned this in request DPW000001646 related to storm tree debris, as some tree debris is also in the drain - but mainly leaves and downflow",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001646&type=new_cs180221194656&viewRole=,DPW000001646,Assigned,"June 28, 2018 5:01 pm","we had a tree fall across longview drive during one of the storms the week of 6/18. We were out of town and neighbors cleared the trunk/debris from the street. The tree/brush is on the side of the road, just barely off the street but blocking a safe walking path for people to avoid oncoming traffic, and some pieces are in our storm drain. Would like the tree/debris removed and the storm drain on both sides of our driveway also needs to be cleared to prevent future overflow.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001645&type=new_cs180221194656&viewRole=,DPW000001645,Assigned,"June 28, 2018 5:00 pm","Two limbs have fallen already and damaged my vehicle(s). Another is dead an appears ready to fall. Please, the tree needs your attention.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001640&type=new_cs180301154109&viewRole=,DPW000001640,Completed,"June 28, 2018 4:27 pm","There are a lot of pothole in this area of Jahnke road, the spot reported is approximate location of the worst one.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001639&type=new_cs180301154109&viewRole=,DPW000001639,Completed,"June 28, 2018 4:25 pm","At least 18"" long, very deep pot hole, caused a flat tire on my vehicle. (Address provided is approximate)",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001638&type=new_cs180301154109&viewRole=,DPW000001638,Completed,"June 28, 2018 4:18 pm","There is a large pothole near the fire hydrant on Tilden. There is also a large pothole in front of 3300 W. Franklin St. In addition, there are many holes near the intersection. It looks like some of the large patches are disintegrating. There are multiple cracks in them. It seems to me that we have experienced more traffic at the intersection since the work was begun on the bus update on Broad.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000335&type=new_cs180301142929&viewRole=,DPU000000335,Assigned,"June 28, 2018 4:06 pm",citizen is having trouble with her basin flooding in the front and the rear of the residence,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001637&type=new_cs180301154109&viewRole=,DPW000001637,Completed,"June 28, 2018 4:05 pm",Pothole needs repair.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001636&type=new_cs180301154109&viewRole=,DPW000001636,Completed,"June 28, 2018 4:00 pm",A few potholes need repairs.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000334&type=new_cs180228155543&viewRole=,DPU000000334,Completed,"June 28, 2018 3:57 pm",Caller states there is a deep sinkhole that is getting larger.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001634&type=new_cs180221194656&viewRole=,DPW000001634,Assigned,"June 28, 2018 3:25 pm","Hello, I’d like to report a dead tree on a city sidewalk and have it added to the tree removal list for the city of Richmond.",,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001632&type=new_cs180221194457&viewRole=,DPW000001632,Assigned,"June 28, 2018 3:13 pm",The 5400 block of Parker str has been over grown for many years. Myself and many neighbors have brought this issue to the cities attention for at least 5 year's with no results.,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000001631&type=new_cs180221192758&viewRole=,DPW000001631,Assigned,"June 28, 2018 3:11 pm",trash can by bus stop needs to be dumped,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000332&type=new_cs180228155543&viewRole=,DPU000000332,Completed,"June 28, 2018 3:08 pm",Sinkhole at this location due to drainage problem.,,,,,
