Service Request URL,Service Request,Status,Request Date,Description,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004128&type=new_cs180221192758&viewRole=,DPW000004128,Completed,"July 31, 2018 12:12 pm","Please NOTE: Trash was collected. Per my previous request, (DPW000001987) the bar used to lift my super can broke. Now it is completely broken off. My last request shows as ""closed"". Not sure how it could be marked as closed when the supercan was not replaced. I don't see any other way to report a broken supercan. Without the lift bar on the supercan I suspect my trash will not be picked-up in the future. Thank you.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000797&type=new_cs180226204420&viewRole=,DPU000000797,Completed,"July 31, 2018 11:46 am",STREET LIGHT BETWEEN JOPLIN AND INGRAM CLOSER TO 18TH STREET CORNER,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004125&type=new_cs180301154109&viewRole=,DPW000004125,Completed,"July 31, 2018 11:29 am",there are a good number of potholes on the street that they would like fixed.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004124&type=new_cs180221194656&viewRole=,DPW000004124,Assigned,"July 31, 2018 11:25 am",the tree fell in the front yard of the citizen almost to the front rall,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000167&type=new_cs180529151350&viewRole=,RPD000000167,Completed,"July 31, 2018 11:23 am",Cars are consistently parking on the sidewalk,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004123&type=new_cs180220201343&viewRole=,DPW000004123,Assigned,"July 31, 2018 11:13 am",The sidewalk needs a ADA Ramp installed at the Bus Stops at 22nd and Venable Street. (2100 Venable and 2200 Venable Street),,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000796&type=new_cs180228212904&viewRole=,DPU000000796,Completed,"July 31, 2018 11:13 am",1800 Columbia Street on the right hand side headed south the drainage is clogged.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000795&type=new_cs180228212504&viewRole=,DPU000000795,Completed,"July 31, 2018 11:09 am",The Storm Basin at 33rd and East Leigh Street needs cleaning,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000794&type=new_cs180228212504&viewRole=,DPU000000794,Completed,"July 31, 2018 11:05 am",The Storm Basin needs cleaning,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000793&type=new_cs180226204420&viewRole=,DPU000000793,Completed,"July 31, 2018 10:56 am",Citizen is requesting that someone come take a look at a streetlight that is beginning to lean and is concerned it may fall.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000792&type=new_cs180228212904&viewRole=,DPU000000792,Completed,"July 31, 2018 10:52 am",Citizen stated there is a backup in the drain causing water to overflow.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004119&type=new_cs180221192758&viewRole=,DPW000004119,Completed,"July 31, 2018 10:39 am",THIS SUPERCAN IS SITTING IN FRONT OF THIS BUSINESS AND NEEDS TO BE DUMP.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004118&type=new_cs180221194457&viewRole=,DPW000004118,Assigned,"July 31, 2018 10:34 am",in the alley there is overgrowth of vegetation that need to be prune,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000791&type=new_cs180228212504&viewRole=,DPU000000791,Completed,"July 31, 2018 10:25 am",says there is something blocking the drain and is causing problems for neighbors,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004115&type=new_cs180221194656&viewRole=,DPW000004115,Assigned,"July 31, 2018 10:11 am",TREE BRANCHES ARE BLOCKING THE ALLEY.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004114&type=new_cs180221194656&viewRole=,DPW000004114,Assigned,"July 31, 2018 10:09 am","Truck hit a tree, causing limb to fall",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000790&type=new_cs180221191708&viewRole=,DPU000000790,Completed,"July 31, 2018 10:07 am",1601 & 1609 & 1619 BLOCK OF N. 23RD STREET LIGHTS ARE IS OUT.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004113&type=new_cs180301154109&viewRole=,DPW000004113,Completed,"July 31, 2018 10:07 am",A hole in the pavement. You can look through it to see a big hollow space. It is near a manhole cover.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004112&type=new_cs180301154109&viewRole=,DPW000004112,Completed,"July 31, 2018 10:01 am","Pothole In front of property, citizen state at the other by yellow ramp at the other end of street Pothole was repaired but area need to be smoothed out so she use ramp while In wheel chair",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004107&type=new_cs180221192758&viewRole=,DPW000004107,Assigned,"July 31, 2018 9:57 am",Large amount of apartment and illegal dumping.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000789&type=new_cs180228155543&viewRole=,DPU000000789,Assigned,"July 31, 2018 9:56 am",There is a fire hydrant that has had a sinkhole around it for over a year. It is a fall hazard and has had orange cones sitting around it for over a year. I have reported this several times to DPU to no avail.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004103&type=new_cs180221192758&viewRole=,DPW000004103,Assigned,"July 31, 2018 9:47 am","small bookshelves, miscellaneous debris, yard rakes and equipment, old decorations, empty pails and pieces of wood IN ALLEY BEHIND HOME",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=RPD000000166&type=new_cs180529151350&viewRole=,RPD000000166,Assigned,"July 31, 2018 9:35 am","There were many vehicles parked along Cary St at 14th again this morning, on both sides of the road. I had to wait through the light cycle three times because of the back up. The signal has designation for three lanes of traffic but with cars on both sides, we can barely get two by. The parking restrictions are supposed to last until 9 am on the right side in front of Sine, this was around 8:40 am, and the left side in front of the hotel has No Parking signs that never seem to be followed. If there was some way to designate lanes on Cary Street I think it would help people notice that it was a lane, whereas now they just take advantage, and never seem to get tickets or towed for it.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004099&type=new_cs180221194656&viewRole=,DPW000004099,Assigned,"July 31, 2018 9:30 am",Citizen called to report a dead tree in between her and her neighbor's property. Please follow up.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004098&type=new_cs180221194656&viewRole=,DPW000004098,Assigned,"July 31, 2018 9:27 am",Dead branches are falling on folks cars at this location. The branches are all over the street.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004097&type=new_cs180221192758&viewRole=,DPW000004097,Completed,"July 31, 2018 9:24 am",Dead tree limb fallen across sidewalk and driveway. Reference dangerous tree#62127 reported over one year ago 3/4/17.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004096&type=new_cs180221194656&viewRole=,DPW000004096,Assigned,"July 31, 2018 9:23 am",big branches are falling and they want to have the tree trimmed before it causes any serious damage.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000787&type=new_cs180228212504&viewRole=,DPU000000787,Completed,"July 31, 2018 9:06 am",at the corner of magnolia and lacross the storm drain keeps getting clogged up .. the water is causing erosion to the street,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000786&type=new_cs180228212904&viewRole=,DPU000000786,Completed,"July 31, 2018 9:03 am",storm water drain on the corner is backed up and the water comes onto her property.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004095&type=new_cs180221194656&viewRole=,DPW000004095,Assigned,"July 31, 2018 9:02 am","Citizen called to advise that trees are overgrowing onto her apartment and the overgrowth is too much to maintain. She states that rodents are beginning to invade her living areas because of ease of access. Also, trees are overgrown on the backside of her apartment and she would like to have them attended to as well.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004094&type=new_cs180221192758&viewRole=,DPW000004094,Completed,"July 31, 2018 8:53 am",Trash and super can pickup - trash is pulling up behind building near dumpster,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004092&type=new_cs180221192758&viewRole=,DPW000004092,Completed,"July 31, 2018 8:47 am",Tree debris located in the ditch for pickup asap.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004091&type=new_cs180301154109&viewRole=,DPW000004091,Completed,"July 31, 2018 8:25 am",These potholes are located on Bathgate & W. Belmont Road. These potholes was filled before but are coming back.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004090&type=new_cs180301154109&viewRole=,DPW000004090,Completed,"July 31, 2018 8:16 am",Two Potholes in the 4400 Commerce Road,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004089&type=new_cs180221192758&viewRole=,DPW000004089,Completed,"July 31, 2018 8:09 am",Customer states her trash was missed on Monday. There are other supercans in the alley that needed to be dumped.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004088&type=new_cs180221192758&viewRole=,DPW000004088,Completed,"July 31, 2018 8:06 am",trash was missed yesterday regular pickup day,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004087&type=new_cs180221194656&viewRole=,DPW000004087,Assigned,"July 31, 2018 7:50 am","Sidewalk is partially blocked if raining. The Limbs of the trees sag below 5' when it rains making walking very difficult for someone with back problems. Is it possible to get the trees limbed up? People walk out on the street when it rains, to avoid ducking under the limbs.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004086&type=new_cs180221192758&viewRole=,DPW000004086,Completed,"July 31, 2018 7:41 am",trashed was missed,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004085&type=new_cs180221194656&viewRole=,DPW000004085,Assigned,"July 31, 2018 6:23 am",The large (locust?) tree directly in front of our house has several dead branches that need to be removed.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004084&type=new_cs180220201343&viewRole=,DPW000004084,Assigned,"July 30, 2018 11:21 pm","Numerous deep potholes in the James River Park System ""Pony Pasture and Huguenot Woods"" parking lots are evident. I request that the RVA, Department of Public Works, Traffic Engineering Operations personnel work with the RVA, Department of Recreation & Parks to remediate the pot holes. Tourists and visitors to the James River Park System are posting comments about the condition of these parking areas via social media. Please help.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004083&type=new_cs180301154109&viewRole=,DPW000004083,Completed,"July 30, 2018 10:59 pm","Location is on Claremont Ave, immediately east of Brook Rd. Multiple potholes and heaved pavement on block between Seminary and Brook.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004082&type=new_cs180301154109&viewRole=,DPW000004082,Completed,"July 30, 2018 10:55 pm","Large area of pavement has failed, requires driving on opposite side of street in oncoming traffic lane.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004081&type=new_cs180221194656&viewRole=,DPW000004081,Completed,"July 30, 2018 8:34 pm","Tree on corner of Edgewood ave and Culpepper street. Large branch high above snapped and fell over sidewalk and front yard. Branch is still attached to trunk, too large to pull down safely.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004080&type=new_cs180221192758&viewRole=,DPW000004080,Completed,"July 30, 2018 8:28 pm","Today was a bulk pickup day, but the brush i have out wasn't picked up.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004079&type=new_cs180221192758&viewRole=,DPW000004079,Assigned,"July 30, 2018 7:32 pm",Bulk items left in alley by tenants. Please remove. Call me at (917) 570-6773 for questions. Thank you - Sara Silk (owner of 1201 Grayland),,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004077&type=new_cs180221194656&viewRole=,DPW000004077,Assigned,"July 30, 2018 5:52 pm","Trees in alley between 500 block of Arnold and 500 block of Northside appear to be in City Right of Way and are entangled in power lines, wires... most of the trees generally are in need of maintenance.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000785&type=new_cs180226204420&viewRole=,DPU000000785,Completed,"July 30, 2018 5:42 pm",Multiple lights out in and around Libby Park,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000784&type=new_cs180226204420&viewRole=,DPU000000784,Completed,"July 30, 2018 4:59 pm",all street lights out on my block,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004073&type=new_cs180221192758&viewRole=,DPW000004073,Completed,"July 30, 2018 4:52 pm",trash is normally pick up at the end of the drive way and 4 home in a row was not picked up and the rest of the neighborhood trash was pick up,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004071&type=new_cs180221192541&viewRole=,DPW000004071,Assigned,"July 30, 2018 4:38 pm","has graffiti sprayed on his home , he stated that he does work a lot and gave an alter. 8048280804, live by the redskins training camp , is also an correctional office and he think its because of his occupation.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004068&type=new_cs180221194656&viewRole=,DPW000004068,Assigned,"July 30, 2018 4:04 pm",There are leaves that's fallen from this tree when it rains or storms dead limbs please come out and check this tree.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000783&type=new_cs180226204420&viewRole=,DPU000000783,Completed,"July 30, 2018 3:56 pm","Three (3) of six streetlights are out on Carrie Ridge Court, Richmond city 23234. Road is a cul-de-sac road about 630 feet in length off of Walmsley Boulevard. I called a requested service by work order on/around May 11, 2018 after I contacted Dominion and they said the lights were city streetlights (copy of email attached). I put in another request to check at end of May. To date, streetlights are still out.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004066&type=new_cs180221194656&viewRole=,DPW000004066,Assigned,"July 30, 2018 3:46 pm",NEEDS TO TREE TRIMMED IN FRONT OF HER HOUSE,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPU000000782&type=new_cs180226204420&viewRole=,DPU000000782,Completed,"July 30, 2018 3:21 pm",light is out and says it is very dark,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004059&type=new_cs180221194032&viewRole=,DPW000004059,Assigned,"July 30, 2018 3:15 pm","Citizen called because alley repair done improperly. Huge hole in back of alley was filled with dirt and light cover with gravel. Now that it has been raining, it is a mudhole that vehicles get stuck in.",,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004055&type=new_cs180301154109&viewRole=,DPW000004055,Completed,"July 30, 2018 2:51 pm",Says North Ave between chamberlayne ave and w laburnum ave this road needs to be repaved.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004053&type=new_cs180301154109&viewRole=,DPW000004053,Completed,"July 30, 2018 2:42 pm",91 year old resident is concerned that a fairly new sidewalks has begun to crack. She is fearful it'll get worse and he could fall.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004051&type=new_cs180301154109&viewRole=,DPW000004051,Assigned,"July 30, 2018 2:33 pm",Sidewalk in front of 2006 W Grace has become impassible for wheel chair and is safety hazard for cyclists and baby strollers.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004049&type=new_cs180221194656&viewRole=,DPW000004049,Assigned,"July 30, 2018 2:25 pm",This City tree is leading at Powathan & Hampton Street It is in front of Virginia Home.,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004048&type=new_cs180221194656&viewRole=,DPW000004048,Assigned,"July 30, 2018 2:23 pm",BRANCH IS HANGING AND IS SPLIT AND IT COULD CRUSH TOP OF A VEHICLE OR FALL ON SOMEONE,,,,,,,,
https://www.rva311.com/rvaone/Requests/ViewRequestDetail?requestId=DPW000004047&type=new_cs180221194457&viewRole=,DPW000004047,Assigned,"July 30, 2018 2:03 pm",High vegetation at this location please cut asap,,,,,,,,
